# robot.pose.x robot.pose.y robot.pose.theta 
-1.6215 6.35509 -1.56714 
-1.6185 6.3517 -1.56796 
-1.61954 6.3554 -1.56854 
-1.63947 6.35966 -1.56168 
-1.62634 6.35395 -1.5656 
-1.63433 6.35527 -1.56258 
-1.62051 6.35224 -1.56565 
-1.60418 6.3207 -1.56882 
-1.61499 6.30309 -1.56351 
-1.61498 6.30309 -1.56351 
-1.60039 6.26118 -1.56688 
-1.59808 6.22163 -1.57795 
-1.60572 6.18132 -1.59147 
-1.62973 6.137 -1.63111 
-1.65965 6.08787 -1.6892 
-1.66108 6.08767 -1.68811 
-1.66749 6.02639 -1.76233 
-1.68418 5.96647 -1.83635 
-1.72718 5.92585 -1.90593 
-1.772 5.87779 -1.97461 
-1.792 5.82021 -2.05333 
-1.85519 5.79746 -2.11319 
-1.89692 5.80841 -2.10979 
-1.91726 5.75709 -2.17855 
-2.00339 5.74476 -2.23853 
-2.04398 5.69901 -2.3238 
-2.11899 5.67958 -2.39607 
-2.17798 5.63924 -2.46744 
-2.18244 5.65112 -2.46625 
-2.20396 5.59032 -2.53385 
-2.26263 5.5932 -2.56949 
-2.30819 5.57084 -2.60976 
-2.43365 5.58177 -2.63109 
-2.46705 5.54589 -2.67145 
-2.51034 5.52708 -2.69061 
-2.50559 5.52713 -2.69078 
-2.56822 5.49085 -2.71184 
-2.63649 5.47756 -2.72959 
-2.67023 5.45932 -2.73766 
-2.74602 5.44639 -2.73181 
-2.75668 5.4043 -2.75435 
-2.76661 5.41328 -2.74805 
-2.82577 5.40055 -2.75183 
-2.82424 5.40163 -2.75152 
-2.93018 5.3437 -2.7575 
-3.06689 5.33757 -2.74377 
-3.08099 5.3453 -2.74355 
-3.1839 5.30068 -2.73569 
-3.19354 5.28715 -2.75102 
-3.19152 5.29002 -2.75123 
-3.31725 5.2859 -2.74945 
-3.38076 5.23888 -2.75503 
-3.46756 5.21263 -2.75308 
-3.47094 5.21203 -2.75328 
-3.50421 5.20536 -2.75996 
-3.53518 5.15643 -2.76796 
-3.55868 5.1351 -2.77567 
-3.59276 5.13296 -2.78222 
-3.67362 5.12974 -2.77882 
-3.69149 5.10681 -2.77352 
-3.72065 5.08496 -2.77985 
-3.76448 5.07697 -2.7831 
-3.86208 5.07189 -2.77329 
-3.91222 5.01891 -2.77112 
-3.90585 5.00366 -2.7711 
-3.98545 4.95974 -2.77649 
-4.05746 5.00496 -2.77191 
-4.05362 4.97361 -2.76808 
-4.09474 4.95025 -2.77443 
-4.12064 4.91265 -2.78245 
-4.1836 4.89714 -2.77838 
-4.2522 4.86733 -2.77794 
-4.31228 4.86137 -2.77355 
-4.31229 4.86791 -2.77267 
-4.36923 4.85678 -2.77539 
-4.40307 4.80012 -2.77543 
-4.48197 4.78122 -2.7798 
-4.51416 4.75188 -2.78166 
-4.61038 4.74539 -2.77009 
-4.63729 4.73225 -2.7801 
-4.63566 4.72633 -2.7803 
-4.70756 4.68434 -2.7731 
-4.81165 4.69207 -2.76489 
-4.8097 4.66285 -2.77498 
-4.89849 4.64214 -2.76604 
-4.97434 4.6127 -2.76316 
-4.98832 4.57982 -2.77121 
-4.9762 4.56819 -2.77392 
-5.04624 4.55708 -2.76829 
-5.07033 4.51284 -2.77824 
-5.17019 4.52912 -2.76837 
-5.21302 4.47939 -2.77477 
-5.26017 4.46366 -2.77735 
-5.25739 4.46877 -2.77354 
-5.30529 4.44934 -2.77259 
-5.38267 4.42242 -2.77283 
-5.4412 4.40506 -2.77317 
-5.49491 4.38102 -2.77959 
-5.52332 4.35747 -2.77993 
-5.57628 4.33616 -2.78329 
-5.57614 4.33637 -2.78336 
-5.64852 4.33031 -2.78028 
-5.71624 4.31498 -2.7793 
-5.75727 4.28038 -2.77898 
-5.8298 4.25124 -2.77924 
-5.87097 4.2429 -2.77833 
-5.8686 4.23375 -2.77871 
-5.95976 4.22161 -2.76693 
-5.99488 4.19357 -2.77202 
-6.0461 4.16989 -2.77384 
-6.10322 4.14954 -2.77214 
-6.18671 4.13737 -2.76655 
-6.23151 4.14661 -2.77047 
-6.21878 4.12641 -2.77221 
-6.27091 4.12405 -2.78337 
-6.35352 4.07956 -2.77354 
-6.40011 4.0749 -2.76821 
-6.44546 4.04571 -2.7787 
-6.45408 4.00954 -2.77975 
-6.46068 4.00789 -2.78222 
-6.56761 3.97775 -2.7695 
-6.61127 3.96857 -2.77034 
-6.66636 3.93767 -2.77119 
-6.74048 3.93045 -2.76579 
