# time.localization time.act 
0.1768 0.087921 
0.1868 0.084296 
0.192634 0.082338 
0.178675 0.081795 
0.138048 0.084295 
0.175424 0.083504 
0.193384 0.082629 
0.153757 0.078503 
0.178716 0.275346 
0.193175 0.135756 
0.188051 0.135923 
0.169008 0.137548 
0.181634 0.102796 
0.221177 0.142882 
0.443937 0.164299 
0.17655 0.164424 
0.181217 0.154465 
0.226969 0.154549 
0.164757 0.221719 
0.247803 0.148757 
0.163174 0.148299 
0.17005 0.148007 
0.170883 0.093546 
0.183967 0.100171 
0.206593 0.090546 
0.185175 0.147923 
0.202885 0.045752 
0.197884 0.122673 
0.166175 0.121714 
0.181383 0.108547 
0.170966 0.10988 
0.171883 0.04696 
0.163883 0.11013 
0.194343 0.12834 
0.160799 0.112255 
0.196426 0.10988 
0.154549 0.108589 
0.164341 0.109631 
0.1808 0.057294 
0.189092 0.110172 
0.195259 0.110422 
0.179967 0.109172 
0.126131 0.111672 
0.149257 0.112088 
0.156507 0.110089 
0.164633 0.047419 
0.118922 0.113256 
0.163507 0.112339 
0.135381 0.126505 
0.136715 0.115672 
0.106255 0.106547 
0.121797 0.049169 
0.128339 0.127339 
0.149882 0.115964 
0.151007 0.117006 
0.15084 0.114881 
0.087213 0.108671 
0.153632 0.120339 
0.160966 0.048669 
0.127297 0.121172 
0.106172 0.11438 
0.126839 0.10763 
0.11538 0.114463 
0.097921 0.112839 
0.095547 0.066003 
0.177466 0.116172 
0.123048 0.112255 
0.132172 0.116713 
0.122089 0.122047 
0.151382 0.129673 
0.117464 0.113088 
0.175508 0.051127 
0.160549 0.115838 
0.126005 0.123297 
0.096838 0.118797 
0.116714 0.14109 
0.136465 0.149091 
0.096629 0.14584 
0.126797 0.050752 
0.118588 0.157882 
0.134673 0.152007 
0.130256 0.154965 
0.107921 0.142215 
0.124798 0.186925 
0.093963 0.046877 
0.136048 0.17605 
0.118256 0.143256 
0.121256 0.153549 
0.116339 0.15384 
0.117547 0.147132 
0.130297 0.151174 
0.09663 0.052835 
0.107588 0.141257 
0.124381 0.141006 
0.105714 0.14309 
0.107755 0.144798 
0.126423 0.143298 
0.123839 0.066003 
0.102047 0.143257 
0.153132 0.14109 
0.12584 0.15234 
0.152132 0.160007 
0.146673 0.153632 
0.150341 0.048586 
0.11613 0.192967 
0.127548 0.149924 
0.129464 0.141298 
0.207467 0.15709 
0.17055 0.15284 
0.125006 0.170091 
0.145423 0.14184 
0.161882 0.202885 
0.139798 0.143257 
0.173508 0.142465 
0.172342 0.143339 
0.149424 0.165632 
0.135298 0.048211 
0.142965 0.141465 
0.136672 0.153799 
0.128381 0.143631 
0.12788 0.137881 
0.118047 0.143965 
0.125672 0.050419 
0.153132 0.13809 
0.13434 0.160257 
0.142798 0.143839 
0.142798 0.146465 
0.103422 0.158382 
0.123463 0.191384 
0.14309 0.153674 
0.131631 0.050377 
0.136131 0.131672 
0.137673 0.169216 
0.10888 0.142132 
0.10888 0.057169 
0.149716 0.187217 
0.157757 0.177217 
0.148673 0.170716 
0.148673 0.19305 
0.148673 0.047085 
0.148673 0.172758 
0.148673 0.191092 
0.148673 0.191175 
0.148673 0.1938 
0.148673 0.17755 
0.148673 0.057794 
0.157674 0.176842 
0.157674 0.180758 
0.157674 0.051544 
0.157674 0.197759 
0.157674 0.053961 
0.157674 0.199384 
0.157674 0.229635 
0.157674 0.068045 
0.157674 0.184092 
0.157674 0.053252 
0.157674 0.1793 
0.157674 0.186216 
0.157674 0.055044 
0.157674 0.179716 
0.157674 0.7397 
0.157674 0.174674 
0.157674 0.050252 
0.157674 0.179842 
0.157674 0.171424 
0.157674 0.052044 
0.157674 0.1843 
0.157674 0.177217 
0.157674 0.173549 
0.157674 0.172966 
0.157674 0.055294 
0.157674 0.390976 
0.157674 0.182466 
0.157674 0.171216 
0.157674 0.157632 
0.157674 0.203884 
0.157674 0.195175 
0.157674 0.152757 
0.157674 0.155049 
0.157674 0.161465 
0.157674 0.097755 
0.157674 0.196925 
0.157674 0.202342 
0.157674 0.339973 
0.157674 0.231969 
0.157674 0.213135 
0.157674 0.228051 
0.157674 0.287221 
0.157674 0.303347 
0.157674 0.260845 
0.157674 0.401768 
0.157674 0.256929 
0.157674 0.357224 
0.157674 0.378183 
0.157674 0.361183 
0.157674 0.44177 
0.157674 0.45827 
0.157674 0.329223 
0.157674 0.337724 
0.157674 0.383976 
0.157674 0.341057 
0.157674 0.379184 
0.157674 0.586359 
0.157674 0.402852 
0.157674 0.252177 
0.157674 0.33539 
0.157674 0.326181 
0.157674 0.338432 
0.157674 1.11455 
0.157674 0.904915 
0.157674 0.986794 
0.157674 0.769617 
0.157674 0.810911 
0.157674 0.907207 
0.157674 0.768076 
0.157674 0.639028 
0.157674 0.789702 
0.157674 0.955293 
0.157674 1.0943 
0.157674 0.935584 
0.157674 1.03155 
0.157674 0.99096 
0.157674 0.738616 
0.157674 0.856038 
0.157674 0.833995 
0.157674 0.564901 
0.157674 0.631487 
0.157674 0.571651 
0.157674 0.596985 
0.157674 0.604194 
0.157674 0.570026 
0.157674 0.764868 
0.157674 0.542983 
0.157674 0.803744 
0.157674 0.743825 
0.157674 0.556941 
0.157674 0.724323 
0.157674 1.02109 
0.157674 0.968918 
0.157674 1.10076 
0.157674 1.04575 
0.157674 0.966709 
0.157674 0.89754 
0.157674 1.00254 
0.157674 0.917124 
0.157674 0.838579 
0.157674 0.9475 
0.157674 0.801452 
0.157674 0.323056 
0.157674 0.450353 
0.157674 0.430227 
0.157674 0.391975 
0.157674 0.244219 
0.157674 0.260053 
0.157674 0.255011 
0.157674 0.263095 
0.157674 0.347473 
0.157674 0.325431 
0.157674 0.306597 
0.157674 0.361682 
0.157674 0.328348 
0.157674 0.152799 
0.157674 0.179175 
0.157674 0.319931 
0.157674 0.300972 
0.157674 0.269678 
0.157674 0.189467 
0.157674 0.291304 
0.157674 1.71237 
0.157674 0.382891 
0.280387 0.1993 
0.26847 0.363099 
0.265178 0.348807 
0.26697 0.333431 
0.272221 0.272179 
0.333932 0.238677 
0.298305 3.1503 
0.310263 0.168674 
0.299888 0.200509 
0.265428 0.175716 
0.231677 0.093629 
0.273054 0.163882 
0.238386 0.140297 
0.252552 0.127839 
0.202176 0.13213 
0.23901 0.136089 
0.25647 0.055544 
0.226093 0.167633 
0.258678 0.190842 
0.298846 0.312013 
0.220843 0.283804 
0.277637 0.201592 
0.296888 0.354849 
0.297013 0.233219 
0.210759 0.241469 
0.22901 0.211925 
0.252053 0.218676 
0.22676 0.206675 
0.240469 0.242177 
0.245677 0.052419 
0.234927 0.212426 
0.245303 0.209134 
0.26522 0.202925 
0.25622 0.212134 
0.257012 0.215634 
0.206176 0.215134 
0.249511 0.059503 
0.296763 0.219342 
0.200092 0.24176 
0.206717 0.207009 
0.214343 0.216467 
0.227219 0.213926 
0.230885 0.065211 
0.222093 0.197467 
0.231594 0.207551 
0.254344 0.206426 
0.256845 0.219217 
0.256136 0.216218 
0.241761 0.217426 
0.231469 0.219009 
0.23001 0.215593 
0.260595 0.216717 
0.23051 0.217635 
0.256969 0.218968 
0.339015 0.236511 
0.298012 0.217884 
0.27322 0.054419 
0.232885 0.22351 
0.267012 0.223468 
0.22976 0.212426 
0.329431 0.219093 
0.271053 0.214634 
0.226176 0.052002 
0.255012 0.229177 
0.341765 0.237927 
0.272761 0.23501 
0.27372 0.239344 
0.278721 0.053461 
0.267929 0.217259 
0.251386 0.053586 
0.288679 0.229468 
0.298263 0.213342 
0.270762 0.219302 
0.265303 0.221968 
0.277637 0.054044 
0.313346 0.226301 
0.238135 0.216176 
0.287471 0.216301 
0.276054 0.216051 
0.280346 0.215343 
0.264553 0.214717 
0.282928 0.05642 
0.253761 0.231551 
0.249261 0.214676 
0.243593 0.225885 
0.292554 0.234843 
0.282512 0.216926 
0.247052 0.216717 
0.266928 0.214217 
0.265386 0.23501 
0.259636 0.216135 
0.296263 0.218884 
0.265554 0.217134 
0.270595 0.27372 
0.233094 0.054877 
0.296387 0.214384 
0.282762 0.246053 
0.251553 0.215968 
0.283887 0.217342 
0.230801 0.218135 
0.283513 0.226885 
0.280929 0.056169 
0.277512 0.215926 
0.240594 0.217301 
0.259303 0.215218 
0.245218 0.214884 
0.262178 0.232135 
0.266762 0.057294 
0.294429 0.215842 
0.320014 0.242927 
0.268303 0.229593 
0.276804 0.219426 
0.266345 0.229135 
0.266095 0.055753 
0.259177 0.213343 
0.237427 0.209093 
0.274386 0.228344 
0.294638 0.213801 
0.22751 0.215093 
0.234052 0.217092 
0.252011 0.051461 
0.269595 0.236927 
0.259636 0.220343 
0.259636 0.233051 
0.295388 0.234677 
0.27222 0.22851 
0.242719 0.250094 
0.256552 0.059586 
0.294096 0.237177 
0.280929 0.234135 
0.257802 0.215468 
0.264469 0.215176 
0.254761 0.219385 
0.267053 0.054252 
0.322597 0.232427 
0.301055 0.236802 
0.27922 0.215967 
0.266136 0.217968 
0.28922 0.214593 
0.231468 0.218301 
0.251011 0.053335 
0.298221 0.234719 
0.325805 0.238344 
0.277053 0.054253
