# robot.pose.x robot.pose.y 
-3.12522 -0.101237 
-3.08331 -0.0801308 
-3.01735 -0.0435059 
-2.95436 -0.0213402 
-2.84866 0.00388107 
-2.8017 0.0154517 
-2.73084 0.0257387 
-2.6382 0.0231514 
-2.59101 0.0223265 
-2.55241 0.0252457 
-2.53019 0.0268782 
-2.48273 0.0249435 
-2.41394 0.0100201 
-2.35092 0.0149519 
-2.29356 0.00137369 
-2.23332 -0.00614368 
-2.15876 0.000592051 
-2.16379 0.00630868 
-2.11262 -0.000497094 
-2.02762 -0.00103741 
-1.9911 0.000128882 
-1.92105 0.0044485 
-1.8687 -0.0026335 
-1.85549 -0.00248447 
-1.79452 -0.00416347 
-1.72422 -0.0125188 
-1.66392 -0.00343563 
-1.61046 -0.0103656 
-1.54555 -0.00936496 
-1.54623 -0.00975615 
-1.48945 -0.0125747 
-1.42237 -0.0148337 
-1.371 -0.0164725 
-1.30285 -0.0201205 
-1.24208 -0.0236382 
-1.18251 -0.0235405 
-1.18224 -0.0236938 
-1.12128 -0.0202445 
-1.06176 -0.0272622 
-0.98933 -0.0230448 
-0.938835 -0.0212767 
-0.888457 -0.0320831 
-0.831071 -0.0311586 
-0.821382 -0.0323356 
-0.756453 -0.0294061 
-0.705426 -0.0364792 
-0.655526 -0.0396946 
-0.585162 -0.0267836 
-0.527769 -0.0261267 
-0.524881 -0.0281082 
-0.462768 -0.0259335 
-0.416434 -0.0316804 
-0.337677 -0.0282439 
-0.298113 -0.0305751 
-0.251222 -0.0253851 
-0.182173 -0.0285902 
-0.174175 -0.0289691 
-0.113212 -0.0244471 
-0.0677437 -0.0383363 
-0.00974402 -0.0276356 
0.0303357 -0.0368484 
0.132157 -0.0323714 
0.121756 -0.0326355 
0.170589 -0.0329917 
0.231775 -0.036327 
0.28785 -0.0356811 
0.338287 -0.0384496 
0.401474 -0.0388946 
0.45655 -0.0424842 
0.456142 -0.0421357 
0.494753 -0.0405169 
0.576226 -0.0785286 
0.624957 -0.044053 
0.717262 -0.0813103 
0.762873 -0.0439043 
0.738714 -0.0393027 
0.824092 -0.045406 
0.870463 -0.0464916 
0.924431 -0.038592 
0.986444 -0.0398139 
1.05104 -0.0264384 
1.05251 -0.0474759 
1.10827 -0.0363537 
1.15644 -0.0412677 
1.24046 -0.0477527 
1.25826 -0.0477924 
1.30104 -0.0435131 
1.27463 -0.0433398 
1.35065 -0.0525566 
1.39317 -0.0513365 
1.45471 -0.0443303 
1.52587 -0.0564199 
1.56625 -0.0625415 
1.61174 -0.0600153 
1.68521 -0.0562683 
1.68544 -0.0570614 
1.74605 -0.0584101 
1.82262 -0.0565618 
1.8698 -0.0566759 
1.93143 -0.029429 
1.98672 -0.0488266 
1.9886 -0.0496578 
2.04389 -0.047396 
2.11199 -0.0501943 
2.16825 -0.0282538 
2.22697 -0.0393247 
2.28964 -0.0647134 
2.34853 -0.0730456 
2.34855 -0.0735795 
2.39275 -0.0480581 
2.45519 -0.0597741 
2.53636 -0.040392 
2.58577 -0.0412905 
2.63837 -0.0454287 
2.64031 -0.0456273 
2.68674 -0.0705571 
2.76242 -0.0714219 
2.80265 -0.0890503 
2.88864 -0.0816669 
2.93269 -0.115069 
2.93314 -0.114652 
2.99676 -0.0996889 
3.05719 -0.116476 
3.11172 -0.146655 
3.16999 -0.163504 
3.19936 -0.209453 
3.27943 -0.219084 
3.28387 -0.218414 
3.32785 -0.268996 
3.39157 -0.340779 
3.42431 -0.359707 
3.49247 -0.350071 
3.50051 -0.483465 
3.51929 -0.422287 
3.55874 -0.542737 
3.57467 -0.456687 
3.60556 -0.612949 
3.63646 -0.764937 
3.65186 -0.854706 
3.66 -0.835648 
3.66012 -0.835533 
3.6853 -0.850323 
3.70222 -0.989322 
3.72893 -0.979344 
3.75942 -1.00879 
3.77834 -1.12035 
3.77242 -1.12719 
3.79974 -1.1317 
3.83331 -1.27769 
3.84069 -1.24029 
3.87454 -1.38276 
3.89136 -1.44631 
3.91109 -1.41649 
3.9112 -1.41649 
3.9301 -1.50098 
3.96534 -1.61443 
3.98848 -1.57837 
3.98162 -1.58586 
4.0212 -1.62899 
4.02873 -1.67528 
4.0547 -1.71991 
4.06901 -1.76561 
4.08899 -1.81091 
4.11566 -1.85553 
4.13622 -1.90031 
4.1605 -1.94586 
4.16356 -1.99236 
4.18577 -2.08339 
4.21193 -2.08124 
4.24187 -2.12681 
4.25234 -2.17282 
4.27118 -2.21813 
4.2779 -2.26367 
4.30026 -2.30874 
4.33469 -2.40029 
4.35406 -2.39855 
4.36522 -2.4446 
4.39345 -2.48903 
4.42536 -2.53319 
4.42843 -2.57974 
4.44161 -2.62532 
4.46287 -2.67027 
4.49047 -2.71466 
4.50851 -2.75962 
4.5333 -2.80498 
4.56655 -2.89625 
4.56643 -2.89593 
4.58915 -2.93201 
4.60924 -3.01261 
4.63263 -3.01064 
4.65986 -3.07572 
4.67989 -3.14033 
4.67971 -3.14043 
4.70495 -3.21026 
4.72732 -3.25575 
4.75243 -3.348 
4.77265 -3.4034 
4.79601 -3.42195 
4.82349 -3.48722 
4.82333 -3.48699 
4.84467 -3.54143 
4.89386 -3.6336 
4.91332 -3.66642 
4.93738 -3.7247 
4.96907 -3.78058 
4.94934 -3.75172 
4.97425 -3.74962 
5.01373 -3.88039 
5.0921 -3.82959 
5.09374 -3.92407 
5.08365 -3.97145 
5.07519 -3.97211 
5.0992 -4.0647 
5.11923 -4.06321 
5.14103 -4.1073 
5.15742 -4.15294 
5.1877 -4.19819 
5.19017 -4.24475 
5.21471 -4.3397 
5.24127 -4.40892 
5.24647 -4.40849 
5.28284 -4.38637 
5.29884 -4.43369 
5.31308 -4.47894 
5.31614 -4.52483 
5.34766 -4.56983 
5.36509 -4.66313 
5.3871 -4.70859 
5.40557 -4.70703 
5.42466 -4.75227 
5.45701 -4.96186 
5.46376 -4.97104 
5.49782 -5.01049 
5.49801 -5.01083 
5.52965 -5.13339 
5.55239 -5.19194 
5.5527 -5.19203 
5.57351 -5.22962 
5.57302 -5.23037 
5.60977 -5.38061 
5.63652 -5.41772 
5.65317 -5.4605 
5.66864 -5.50704 
5.69337 -5.59976 
5.7066 -5.59875 
5.71985 -5.64533 
5.73097 -5.57481 
5.76541 -5.57204 
5.7867 -5.61919 
5.80587 -5.66477 
5.81195 -5.71325 
5.83425 -5.75873 
5.84054 -5.8056 
5.86232 -5.90165 
5.88847 -5.94668 
5.92391 -5.99293 
5.92397 -5.99282 
5.94687 -6.08705 
5.96353 -6.13275 
5.98788 -6.13078 
6.01034 -6.22403 
6.03931 -6.22166 
6.04304 -6.26942 
6.05805 -6.31523 
6.0788 -6.40961 
6.10741 -6.45401 
6.12283 -6.50155 
6.15384 -6.54655 
6.17037 -6.54512 
6.18854 -6.63847 
6.18858 -6.63828 
6.20502 -6.73356 
6.22968 -6.73149 
6.24534 -6.77768 
6.27647 -6.82243 
6.29635 -6.86931 
6.30002 -6.91628 
6.32374 -6.96379 
6.35915 -7.05713 
6.3578 -7.05706 
6.38023 -7.10342 
6.40533 -7.19789 
6.40534 -7.1977 
6.47522 -7.19187 
6.44861 -7.15792 
6.49837 -7.30789 
6.49457 -7.25044 
6.50802 -7.34599 
6.54059 -7.4799 
6.5333 -7.4809 
6.54094 -7.54074 
6.56697 -7.59271 
6.56884 -7.53418 
6.59778 -7.58061 
6.62682 -7.6345 
6.63154 -7.71083 
6.63157 -7.71082 
6.66342 -7.7558 
6.68334 -7.82086 
6.70939 -7.98157 
6.7284 -8.04526 
6.72835 -8.04527 
6.74885 -8.09424 
6.76952 -8.14225 
6.79444 -8.21238 
6.78749 -8.24712 
6.82385 -8.33008 
6.85605 -8.3681 
6.85598 -8.3681 
6.87263 -8.45129 
6.88708 -8.50162 
6.92219 -8.53443 
6.92106 -8.57279 
6.98213 -8.64399 
6.98124 -8.64526 
6.99079 -8.71127 
7.02758 -8.75151 
7.0595 -8.81152 
7.07909 -8.87062 
7.09745 -8.92362 
7.10204 -8.94084 
7.10189 -8.92447 
7.12323 -8.92382 
7.15206 -9.04012 
7.15261 -9.06415 
7.13385 -9.05416 
7.1955 -9.11012 
7.21094 -9.20099 
7.2035 -9.20485 
7.18272 -9.35225 
7.22732 -9.3989 
7.25723 -9.38466 
7.28169 -9.36972 
7.27196 -9.4693 
7.27054 -9.47188 
7.30328 -9.5061 
7.29926 -9.5545 
7.32722 -9.65496 
7.35677 -9.74037 
7.3661 -9.77893 
7.36681 -9.77997 
7.41529 -9.85736 
7.4448 -9.85652 
7.47588 -9.93121 
7.53003 -9.95969 
7.56015 -9.97142 
7.60073 -10.0188 
7.6024 -10.0816 
7.67288 -10.119 
7.70678 -10.1362 
7.75803 -10.2078 
7.80653 -10.2484 
7.84263 -10.2664 
7.84272 -10.2665 
7.8995 -10.2904 
7.96372 -10.3361 
8.02867 -10.281 
8.09265 -10.3221 
8.13335 -10.3683 
8.19964 -10.3533 
8.20095 -10.3549 
8.25952 -10.3328 
8.32869 -10.3653 
8.42896 -10.3253 
8.48448 -10.3645 
8.48831 -10.3996 
8.54786 -10.5036 
8.54751 -10.5046 
8.60813 -10.4514 
8.68289 -10.4277 
8.7124 -10.4826 
8.82135 -10.3979 
8.88288 -10.4323 
8.88334 -10.4273 
8.93643 -10.5369 
9.00125 -10.3789 
9.05155 -10.4138 
9.10578 -10.4429 
9.16394 -10.4691 
9.16341 -10.4735 
9.23846 -10.468 
9.24608 -10.4903 
9.35296 -10.4934 
9.42107 -10.5125 
9.48624 -10.4748 
9.53294 -10.5461 
9.546 -10.5096 
9.59606 -10.5268 
9.65568 -10.5159 
9.71608 -10.5174 
9.79126 -10.4905 
9.85105 -10.5066 
9.85035 -10.5024 
9.90149 -10.5047 
9.94633 -10.4691 
10.0081 -10.5075 
10.0771 -10.474 
10.1031 -10.5193 
10.1041 -10.5217 
10.1741 -10.4588 
10.2034 -10.4967 
10.2575 -10.4749 
10.358 -10.4823 
10.4299 -10.4988 
10.4258 -10.4861 
10.4226 -10.4808 
10.5489 -10.4888 
10.5889 -10.5002 
10.6354 -10.5297 
10.7292 -10.4776 
10.7502 -10.4946 
10.8451 -10.4757 
10.8443 -10.4771 
10.93 -10.5095 
10.961 -10.4947 
11.0064 -10.5107 
11.074 -10.4856 
11.1302 -10.5074 
11.159 -10.5207 
11.2245 -10.4848 
11.2533 -10.4788 
11.2738 -10.5562 
11.3202 -10.53 
11.4051 -10.5038 
11.4794 -10.4991 
11.5096 -10.4965 
