# robot.pose.x robot.pose.y 
-3.47381 -0.463998 
-3.46476 -0.457884 
-3.46991 -0.461436 
-3.47444 -0.468118 
-3.47055 -0.468456 
-3.47055 -0.468456 
-3.48056 -0.475832 
-3.47409 -0.461627 
-3.47233 -0.466573 
-3.46709 -0.455699 
-3.46248 -0.45568 
-3.473 -0.460065 
-3.473 -0.460065 
-3.46991 -0.464349 
-3.47415 -0.463025 
-3.46615 -0.457442 
-3.46725 -0.459376 
-3.47152 -0.474641 
-3.47152 -0.474641 
-3.47314 -0.464726 
-3.47862 -0.473742 
-3.4762 -0.461467 
-3.47553 -0.467254 
-3.47156 -0.4619 
-3.47554 -0.470565 
-3.47554 -0.470565 
-3.47434 -0.460654 
-3.4708 -0.455625 
-3.46899 -0.463692 
-3.47652 -0.467922 
-3.47548 -0.466544 
-3.47548 -0.466544 
-3.47067 -0.46697 
-3.47366 -0.458777 
-3.46998 -0.463722 
-3.46999 -0.459871 
-3.47484 -0.476281 
-3.47168 -0.460906 
-3.47168 -0.460906 
-3.47641 -0.455401 
-3.4659 -0.43581 
-3.45994 -0.406485 
-3.44655 -0.395847 
-3.42309 -0.36365 
-3.42309 -0.36365 
-3.41523 -0.362 
-3.38476 -0.321283 
-3.3527 -0.305832 
-3.31534 -0.268822 
-3.28738 -0.246848 
-3.25805 -0.228052 
-3.25805 -0.228052 
-3.20703 -0.193887 
-3.15146 -0.140267 
-3.09402 -0.10904 
-3.03713 -0.0729307 
-2.95209 -0.024728 
-2.89351 -0.00972815 
-2.83396 -0.00449352 
-2.7391 -0.00142397 
-2.67049 0.00443526 
-2.66745 0.0124386 
-2.60167 -0.00865514 
-2.51616 -0.0264586 
-2.53099 -0.0267954 
-2.48119 -0.0258182 
-2.41767 -0.0342049 
-2.34 -0.0300405 
-2.32689 -0.0231296 
-2.28299 -0.025755 
-2.2269 -0.0283259 
-2.18145 -0.0328689 
-2.09737 -0.0340764 
-2.04277 -0.045443 
-1.98407 -0.0375072 
-1.94823 -0.0382177 
-1.87412 -0.0338932 
-1.81041 -0.033519 
-1.73533 -0.0371101 
-1.68873 -0.0524894 
-1.62032 -0.042079 
-1.58801 0.0334616 
-1.59282 -0.00717044 
-1.50404 0.0468858 
-1.43739 -0.00710039 
-1.3709 -0.0526653 
-1.32669 -0.0560983 
-1.26233 -0.0534427 
-1.26233 -0.0534427 
-1.20453 -0.0516785 
-1.14721 -0.0575695 
-1.11726 -0.0227159 
-1.06721 -0.0330173 
-0.992514 -0.0306377 
-0.974904 -0.0602286 
-0.918975 -0.0285767 
-0.859217 -0.0325272 
-0.798959 -0.0218251 
-0.733265 -0.0277861 
-0.66257 -0.0203841 
-0.659338 -0.0688042 
-0.620843 -0.0323311 
-0.559397 -0.0263462 
-0.495149 -0.01427 
-0.439399 -0.0219144 
-0.389349 -0.0309743 
-0.304123 0.0105444 
-0.304123 0.0105444 
-0.252367 0.00470643 
-0.199069 -0.0165371 
-0.144891 -0.00258797 
-0.0568389 -0.0245004 
-0.0159999 -0.027939 
0.0248004 -0.0660518 
0.0245183 -0.0697514 
0.054678 -0.0685443 
0.112766 -0.078538 
0.138166 -0.0802454 
0.200516 -0.0793295 
0.233127 -0.0681684 
0.271576 -0.0675795 
0.30791 -0.0676316 
0.343134 -0.0584947 
0.420671 -0.0687724 
0.504207 -0.074563 
0.592592 -0.073414 
0.651993 -0.0549311 
0.719431 -0.0738279 
0.721467 -0.074438 
0.79165 -0.07919 
0.835394 -0.0864152 
0.904184 -0.0799187 
0.969646 -0.0790578 
1.01102 -0.0843861 
1.02441 -0.0711391 
1.08593 -0.0833618 
1.14522 -0.0763417 
1.20709 -0.0745448 
1.2709 -0.056576 
1.2709 -0.056576 
1.33248 -0.0647523 
1.38034 -0.0723673 
1.44427 -0.0628282 
1.49902 -0.0734772 
1.54413 -0.0815129 
1.55276 -0.0759061 
1.61514 -0.0750085 
1.6656 -0.0737206 
1.6607 -0.0753503 
1.72551 -0.0751271 
1.77799 -0.0661963 
1.84577 -0.062664 
1.90179 -0.0674966 
1.90179 -0.0674966 
1.9625 -0.057994 
2.03196 -0.0729821 
2.12777 -0.0322142 
2.17469 -0.0169805 
2.24828 -0.0224483 
2.24828 -0.0224483 
2.26784 -0.0170604 
2.34586 -0.0247457 
2.38447 -0.013387 
2.4789 0.0267524 
2.5265 0.0657353 
2.54991 -0.0155789 
2.55427 -0.0820587 
2.64881 -0.0318661 
2.68608 -0.0666278 
2.74819 -0.102774 
2.80269 -0.124565 
2.86028 -0.137259 
2.93026 -0.143653 
2.93026 -0.143653 
2.98936 -0.163207 
3.03601 -0.205425 
3.08552 -0.206602 
3.16869 -0.192421 
3.16499 -0.28723 
3.22186 -0.291745 
3.2192 -0.317153 
3.28652 -0.321275 
3.34103 -0.379463 
3.38005 -0.407315 
3.4196 -0.434981 
3.4196 -0.434981 
3.46682 -0.401373 
3.49785 -0.48749 
3.52259 -0.519526 
3.55269 -0.611734 
3.56433 -0.687905 
3.57113 -0.757574 
3.57113 -0.757574 
3.58681 -0.747883 
3.59798 -0.860282 
3.61008 -0.905565 
3.61008 -0.905565 
3.61031 -1.00066 
3.61031 -1.00063 
3.62786 -1.09579 
3.62785 -1.09572 
3.61678 -1.0966 
3.63757 -1.24261 
3.63756 -1.24256 
3.6364 -1.29152 
3.64228 -1.38985 
3.64539 -1.43917 
3.64653 -1.48773 
3.65058 -1.53719 
3.65566 -1.53674 
3.65566 -1.5367 
3.65448 -1.58638 
3.6799 -1.73272 
3.67575 -1.73301 
3.68054 -1.83082 
3.69584 -1.8787 
3.69584 -1.87865 
3.70022 -1.97674 
3.7134 -2.02461 
3.71748 -2.07333 
3.7087 -2.12288 
3.71758 -2.1715 
3.72199 -2.22036 
3.72198 -2.2203 
3.73425 -2.31773 
3.75029 -2.3655 
3.74453 -2.41529 
3.74838 -2.46362 
3.75217 -2.51198 
3.7702 -2.55984 
3.76815 -2.60838 
3.77147 -2.65672 
3.77757 -2.7043 
3.78851 -2.75171 
3.79632 -2.79965 
3.79445 -2.84789 
3.78733 -2.89751 
3.79076 -2.9451 
3.79398 -2.99287 
3.80729 -3.04066 
3.80284 -3.08992 
3.81313 -3.13733 
3.81083 -3.18532 
3.81983 -3.23324 
3.82336 -3.28152 
3.81611 -3.33058 
3.82732 -3.37832 
3.84058 -3.42565 
3.83258 -3.4744 
3.8418 -3.52199 
3.85273 -3.56978 
3.85632 -3.61756 
3.84389 -3.66724 
3.85475 -3.7146 
3.85336 -3.76352 
3.87196 -3.81037 
3.87114 -3.85949 
3.87476 -3.9075 
3.87884 -3.95518 
3.87563 -4.00341 
3.88983 -4.05046 
3.89524 -4.09891 
3.90719 -4.1463 
3.90275 -4.19462 
3.90654 -4.24326 
3.89682 -4.29318 
3.90989 -4.34096 
3.91986 -4.38899 
3.9268 -4.43789 
3.93212 -4.48742 
3.93213 -4.53622 
3.9361 -4.58457 
3.94075 -4.63305 
3.94103 -4.6814 
3.93516 -4.73239 
3.93329 -4.78136 
3.93762 -4.831 
3.94944 -4.87842 
3.95373 -4.92787 
3.95638 -4.97687 
3.959 -5.02657 
3.95101 -5.07737 
3.95101 -5.07737 
3.96771 -5.17348 
3.97412 -5.22341 
3.97187 -5.27145 
3.97248 -5.32238 
3.97595 -5.3705 
3.98292 -5.42 
3.98293 -5.42001 
3.963 -5.22694 
3.9702 -5.29646 
3.9648 -5.34696 
3.95561 -5.40548 
3.94886 -5.44477 
3.97327 -5.5442 
3.97327 -5.5442 
3.97474 -5.60997 
3.98105 -5.66486 
3.97722 -5.72695 
3.979 -5.78861 
3.95819 -5.83728 
3.9599 -5.89303 
3.9599 -5.89303 
3.94688 -5.96092 
3.93541 -6.01066 
3.89692 -6.02892 
3.88569 -6.12124 
3.84894 -6.16997 
3.84266 -6.17052 
3.83654 -6.23861 
3.76794 -6.25666 
3.73615 -6.31423 
3.6613 -6.34548 
3.644 -6.40789 
3.61592 -6.44559 
3.61592 -6.44559 
3.55114 -6.46856 
3.48556 -6.49786 
3.41777 -6.51351 
3.38916 -6.55555 
3.24616 -6.53993 
3.2244 -6.56998 
3.2244 -6.56998 
3.16442 -6.56243 
3.16868 -6.56151 
3.0593 -6.61314 
2.87533 -6.572 
2.97391 -6.61849 
2.97391 -6.61849 
2.90139 -6.62955 
2.89967 -6.6657 
2.74328 -6.65129 
2.70046 -6.65461 
2.66204 -6.67137 
2.57694 -6.66854 
2.57694 -6.66854 
2.55289 -6.67656 
2.4864 -6.67553 
2.45163 -6.70006 
2.35498 -6.67418 
2.33001 -6.7179 
2.33001 -6.7179 
2.25552 -6.71489 
2.1955 -6.72786 
2.10007 -6.7222 
2.01719 -6.73496 
2.00517 -6.7574 
2.00517 -6.7574 
1.93048 -6.76207 
1.93301 -6.79002 
1.82805 -6.77866 
1.74923 -6.78255 
1.694 -6.79983 
1.66388 -6.82111 
1.66388 -6.82111 
1.57767 -6.80792 
1.49903 -6.81162 
1.46729 -6.83695 
1.39558 -6.84219 
1.30011 -6.84093 
1.25094 -6.849 
1.25094 -6.849 
1.25844 -6.85383 
1.11563 -6.84227 
1.12143 -6.86757 
1.06103 -6.8866 
1.01694 -6.89532 
1.01694 -6.89532 
0.895349 -6.87253 
0.887805 -6.91451 
0.758141 -6.87672 
0.744956 -6.90626 
0.68318 -6.89475 
0.642537 -6.94699 
0.642537 -6.94699 
0.574368 -6.91349 
0.515425 -6.93377 
0.469109 -6.95999 
0.418055 -6.97192 
0.294336 -6.95399 
0.313103 -6.96284 
0.298074 -6.99667 
0.194827 -6.97854 
0.0812923 -6.94939 
0.109456 -7.00874 
0.0740774 -7.00394 
0.0167399 -7.02306 
0.0167399 -7.02306 
-0.050082 -7.01263 
-0.117321 -7.04649 
-0.166654 -7.0405 
-0.232289 -7.06329 
-0.277857 -7.06141 
-0.281346 -7.06447 
-0.354973 -7.09996 
-0.410032 -7.10884 
-0.456319 -7.09048 
-0.532268 -7.12043 
-0.637426 -7.06662 
-0.641277 -7.12984 
-0.641277 -7.12984 
-0.709133 -7.15724 
-0.765708 -7.16293 
-0.810157 -7.14577 
-0.87491 -7.1521 
-0.929601 -7.15684 
-0.990253 -7.1802 
-0.990253 -7.1802 
-1.10768 -7.15521 
-1.08919 -7.18985 
-1.16044 -7.21114 
-1.2212 -7.20906 
-1.28929 -7.21075 
-1.28929 -7.21075 
-1.36099 -7.21455 
-1.40554 -7.23543 
-1.43189 -7.2617 
-1.51536 -7.24788 
-1.57656 -7.25819 
-1.57656 -7.25819 
-1.64239 -7.26177 
-1.70163 -7.26996 
-1.73464 -7.29261 
